nome,categoria,origem
Ovo de galinha frito com sal,Ovos e derivados,TBCA 7.2
Ovo de galinha frtio sem sal,Ovos e derivados,TBCA 7.2
Ovo de galinha integral desidratado pasteurizado,Ovos e derivados,TBCA 7.2
Ovo de galinha mexido com margarina e sal,Ovos e derivados,TBCA 7.2
Ovo de galinha mexido com margarina sem sal,Ovos e derivados,TBCA 7.2
Ovo de galinha orgânico cru,Ovos e derivados,TBCA 7.2
Ovo de galinha semi-orgânico cru,Ovos e derivados,TBCA 7.2
Ovo de galinha vermelho cru,Ovos e derivados,TBCA 7.2
Ovo de pata cru,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão de forma integral e lombo canadense com sal,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão de forma integral e lombo canadense sem sal,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão de forma integral e presunto com sal,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão de forma integral e presunto sem sal,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão de forma tradicional e lombo canadense com sal,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão de forma tradicional e presunto com sal,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão forma tradicional e presunto sem sal,Ovos e derivados,TBCA 7.2
Ovos Benedict com pão tradicional e lombo canadense sem sal,Ovos e derivados,TBCA 7.2
Tortilha com sal,Ovos e derivados,TBCA 7.2
Tortilha sem sal,Ovos e derivados,TBCA 7.2
Filé de peixe frito,Pescados e frutos do mar,TBCA
Filé de peixe frito com sal,Pescados e frutos do mar,TBCA
"Abadejo, filé, congelado, assado",Pescados e Frutos do mar,TACO
"Abadejo, filé, congelado, cru",Pescados e Frutos do mar,TACO
"Abadejo, filé, congelado, grelhado",Pescados e Frutos do mar,TACO
"Abadejo, filé, congelado,cozido",Pescados e Frutos do mar,TACO
"Atum, conserva em óleo",Pescados e Frutos do mar,TACO
"Atum, fresco, cru",Pescados e Frutos do mar,TACO
"Bacalhau, salgado, cru",Pescados e Frutos do mar,TACO
"Bacalhau, salgado, refogado",Pescados e Frutos do mar,TACO
"Cação, posta, com farinha de trigo, frita",Pescados e Frutos do mar,TACO
"Cação, posta, cozida",Pescados e Frutos do mar,TACO
"Cação, posta, crua",Pescados e Frutos do mar,TACO
"Camarão, Rio Grande, grande, cozido",Pescados e Frutos do mar,TACO
"Camarão, Rio Grande, grande, cru",Pescados e Frutos do mar,TACO
"Camarão, Sete Barbas, sem cabeça, com casca, frito",Pescados e Frutos do mar,TACO
"Caranguejo, cozido",Pescados e Frutos do mar,TACO
"Corimba, cru",Pescados e Frutos do mar,TACO
"Corimbatá, assado",Pescados e Frutos do mar,TACO
"Corimbatá, cozido",Pescados e Frutos do mar,TACO
"Corvina de água doce, crua",Pescados e Frutos do mar,TACO
"Corvina do mar, crua",Pescados e Frutos do mar,TACO
"Corvina grande, assada",Pescados e Frutos do mar,TACO
"Corvina grande, cozida",Pescados e Frutos do mar,TACO
"Dourada de água doce, fresca",Pescados e Frutos do mar,TACO
"Lambari, congelado, cru",Pescados e Frutos do mar,TACO
"Lambari, congelado, frito",Pescados e Frutos do mar,TACO
"Lambari, fresco, cru",Pescados e Frutos do mar,TACO
"Manjuba, com farinha de trigo, frita",Pescados e Frutos do mar,TACO
"Manjuba, frita",Pescados e Frutos do mar,TACO
"Merluza, filé, assado",Pescados e Frutos do mar,TACO
"Merluza, filé, cru",Pescados e Frutos do mar,TACO
"Merluza, filé, frito",Pescados e Frutos do mar,TACO
"Pescada, branca, crua",Pescados e Frutos do mar,TACO
"Pescada, branca, frita",Pescados e Frutos do mar,TACO
"Pescada, filé, com farinha de trigo, frito",Pescados e Frutos do mar,TACO
"Pescada, filé, cru",Pescados e Frutos do mar,TACO
"Pescada, filé, frito",Pescados e Frutos do mar,TACO
"Pescada, filé, molho escabeche",Pescados e Frutos do mar,TACO
"Pescadinha, crua",Pescados e Frutos do mar,TACO
"Pintado, assado",Pescados e Frutos do mar,TACO
"Pintado, cru",Pescados e Frutos do mar,TACO
"Pintado, grelhado",Pescados e Frutos do mar,TACO
"Porquinho, cru",Pescados e Frutos do mar,TACO
"Salmão, filé, com pele, fresco,  grelhado",Pescados e Frutos do mar,TACO
"Salmão, sem pele, fresco, cru",Pescados e Frutos do mar,TACO
"Salmão, sem pele, fresco, grelhado",Pescados e Frutos do mar,TACO
"Sardinha, assada",Pescados e Frutos do mar,TACO
"Sardinha, conserva em óleo",Pescados e Frutos do mar,TACO
"Sardinha, frita",Pescados e Frutos do mar,TACO
"Sardinha, inteira, crua",Pescados e Frutos do mar,TACO
"Tucunaré, filé, congelado, cru",Pescados e Frutos do mar,TACO
Atum à milanesa frito,Pescados e Frutos do mar,TBCA
Atum à milanesa frito com sal,Pescados e Frutos do mar,TBCA
Atum assado/grelhado,Pescados e Frutos do mar,TBCA
Atum assado/grelhado com sal,Pescados e Frutos do mar,TBCA
Atum cozido,Pescados e Frutos do mar,TBCA
Atum cozido ao molho branco,Pescados e Frutos do mar,TBCA
Atum cozido com sal,Pescados e Frutos do mar,TBCA
Atum cru,Pescados e Frutos do mar,TBCA
Atum em conserva em óleo,Pescados e Frutos do mar,TBCA
Atum frito,Pescados e Frutos do mar,TBCA
Atum frito com sal,Pescados e Frutos do mar,TBCA
Atum ralado em conserva em óleo,Pescados e Frutos do mar,TBCA
Atum sólido em conserva em óleo,Pescados e Frutos do mar,TBCA
Atum sólido em conserva em óleo,Pescados e Frutos do mar,TBCA
Bacalhau dessalgado cozido,Pescados e Frutos do mar,TBCA
Bacalhau dessalgado refogado,Pescados e Frutos do mar,TBCA
Bacalhau salgado cru,Pescados e Frutos do mar,TBCA
Bacalhoada com vegetais e sal,Pescados e Frutos do mar,TBCA
Bolinho de bacalhau caseiro frito,Pescados e Frutos do mar,TBCA
Bolinho de peixe caseiro frito,Pescados e Frutos do mar,TBCA
Cação à milanesa frito,Pescados e Frutos do mar,TBCA
Cação à milanesa frito com sal,Pescados e Frutos do mar,TBCA
Cação cru,Pescados e Frutos do mar,TBCA
Cação cru,Pescados e Frutos do mar,TBCA
Cação em posta assado/grelhado com sal,Pescados e Frutos do mar,TBCA
Cação em posta frito com farinha de trigo,Pescados e Frutos do mar,TBCA
Cação frito,Pescados e Frutos do mar,TBCA
Cação frito com sal,Pescados e Frutos do mar,TBCA
Caldeirada de frutos do mar,Pescados e Frutos do mar,TBCA
Caldeirada de frutos do mar com sal,Pescados e Frutos do mar,TBCA
Caldeirada de peixe,Pescados e Frutos do mar,TBCA
Caldeirada de peixe com sal,Pescados e Frutos do mar,TBCA
Caldeirada de peixe e batata,Pescados e Frutos do mar,TBCA
Caldeirada de peixe e batata com sal,Pescados e Frutos do mar,TBCA
Caldeirada de peixe e frutos do mar,Pescados e Frutos do mar,TBCA
Caldeirada de peixe e frutos do mar com sal,Pescados e Frutos do mar,TBCA
Caldo de camarão,Pescados e Frutos do mar,TBCA
Caldo de peixe,Pescados e Frutos do mar,TBCA
Camarão à baiana,Pescados e Frutos do mar,TBCA
Camarão à baiana com sal,Pescados e Frutos do mar,TBCA
Camarão com batata e legumes,Pescados e Frutos do mar,TBCA
"Camarão com batata, legumes e sal",Pescados e Frutos do mar,TBCA
Camarão com chuchu,Pescados e Frutos do mar,TBCA
Camarão com chuchu e sal,Pescados e Frutos do mar,TBCA
Camarão com legumes,Pescados e Frutos do mar,TBCA
Camarão com legumes e sal,Pescados e Frutos do mar,TBCA
Camarão com requeijão,Pescados e Frutos do mar,TBCA
Camarão com requeijão e sal,Pescados e Frutos do mar,TBCA
Camarão na moranga,Pescados e Frutos do mar,TBCA
Camarão na moranga com sal,Pescados e Frutos do mar,TBCA
Camarão pitu,Pescados e Frutos do mar,TBCA
Camarão pitu frito,Pescados e Frutos do mar,TBCA
Camarão sem casca cozido,Pescados e Frutos do mar,TBCA
Camarão sem casca cozido com sal,Pescados e Frutos do mar,TBCA
Camarão sem casca cru,Pescados e Frutos do mar,TBCA
Camarão sem casca preparado,Pescados e Frutos do mar,TBCA
Camarão sem casca preparado com sal,Pescados e Frutos do mar,TBCA
Camarão sem casca refogado,Pescados e Frutos do mar,TBCA
Camarão sem casca refogado com sal,Pescados e Frutos do mar,TBCA
Camarão Sete Barbas com casca frito,Pescados e Frutos do mar,TBCA
Camarão Sete Barbas frito com sal,Pescados e Frutos do mar,TBCA
Caranguejo cozido,Pescados e Frutos do mar,TBCA
Caranguejo cozido com sal,Pescados e Frutos do mar,TBCA
Caranguejo cru,Pescados e Frutos do mar,TBCA
Caruru (camarão com quiabo),Pescados e Frutos do mar,TBCA
Casquinha de camarão,Pescados e Frutos do mar,TBCA
Casquinha de camarão com sal,Pescados e Frutos do mar,TBCA
Casquinha de caranguejo,Pescados e Frutos do mar,TBCA
Casquinha de caranguejo com sal,Pescados e Frutos do mar,TBCA
Casquinha de frutos do mar,Pescados e Frutos do mar,TBCA
Casquinha de frutos do mar com sal,Pescados e Frutos do mar,TBCA
Casquinha de marisco,Pescados e Frutos do mar,TBCA
Casquinha de marisco com sal,Pescados e Frutos do mar,TBCA
Casquinha de siri,Pescados e Frutos do mar,TBCA
Casquinha de siri com sal,Pescados e Frutos do mar,TBCA
Cavalinha à escabeche,Pescados e Frutos do mar,TBCA
Caviar,Pescados e Frutos do mar,TBCA
Cestinha de camarão com massa de pastel frita com sal,Pescados e Frutos do mar,TBCA
Cestinha de camarão com massa filo assada com manteiga e sal,Pescados e Frutos do mar,TBCA
Cestinha de camarão com queijo parmesão tostado e sal,Pescados e Frutos do mar,TBCA
Cestinha de frutos do mar com massa de pastel frita com sal,Pescados e Frutos do mar,TBCA
Cestinha de frutos do mar com massa filo assada com manteiga e sal,Pescados e Frutos do mar,TBCA
Cestinha de frutos do mar com queijo parmesão tostado e sal,Pescados e Frutos do mar,TBCA
Ceviche de corvina,Pescados e Frutos do mar,TBCA
Ceviche de corvina com sal,Pescados e Frutos do mar,TBCA
Ceviche de frutos do ma,Pescados e Frutos do mar,TBCA
Ceviche de frutos do mar com atum cru e frutos do mar cozidos com sal,Pescados e Frutos do mar,TBCA
Ceviche de frutos do mar com pescada crua e frutos do mar cozidos,Pescados e Frutos do mar,TBCA
Ceviche de frutos do mar com pescada crua e frutos do mar cozidos com sal,Pescados e Frutos do mar,TBCA
Ceviche de frutos do mar com salmão cru e frutos do mar cozidos,Pescados e Frutos do mar,TBCA
Ceviche de frutos do mar com salmão cru e frutos do mar cozidos com sal,Pescados e Frutos do mar,TBCA
Ceviche de pescada,Pescados e Frutos do mar,TBCA
Ceviche de pescada com sal,Pescados e Frutos do mar,TBCA
Corimba cozido,Pescados e Frutos do mar,TBCA
Corimba cozido com sal,Pescados e Frutos do mar,TBCA
Corimba cru,Pescados e Frutos do mar,TBCA
Corimba/curimatã inteiro cru,Pescados e Frutos do mar,TBCA
Corimbatá assado,Pescados e Frutos do mar,TBCA
Corimbatá cozido,Pescados e Frutos do mar,TBCA
Corvina assada,Pescados e Frutos do mar,TBCA
Corvina cozida,Pescados e Frutos do mar,TBCA
Corvina cozido,Pescados e Frutos do mar,TBCA
Corvina cozido com sal,Pescados e Frutos do mar,TBCA
Corvina crua,Pescados e Frutos do mar,TBCA
Corvina de água doce cru,Pescados e Frutos do mar,TBCA
Corvina do mar à milanesa frita,Pescados e Frutos do mar,TBCA
Corvina do mar à milanesa frita com sal,Pescados e Frutos do mar,TBCA
Corvina do mar assada/grelhada com sal,Pescados e Frutos do mar,TBCA
Corvina do mar cozida ao molho branco,Pescados e Frutos do mar,TBCA
Corvina do mar cozida com sal,Pescados e Frutos do mar,TBCA
Corvina do mar frita,Pescados e Frutos do mar,TBCA
Corvina do mar frita com sal,Pescados e Frutos do mar,TBCA
Dourado cru,Pescados e Frutos do mar,TBCA
Estrogonofe de camarão com sal,Pescados e Frutos do mar,TBCA
Feijoada de frutos do mar,Pescados e Frutos do mar,TBCA
FIlé de abadejo à milanesa frito,Pescados e Frutos do mar,TBCA
Filé de abadejo à milanesa frito com sal,Pescados e Frutos do mar,TBCA
FIlé de abadejo assado,Pescados e Frutos do mar,TBCA
Filé de abadejo assado com sal,Pescados e Frutos do mar,TBCA
Filé de abadejo congelado cru,Pescados e Frutos do mar,TBCA
Filé de abadejo cozido,Pescados e Frutos do mar,TBCA
Filé de abadejo cozido ao molho branco,Pescados e Frutos do mar,TBCA
Filé de abadejo frito,Pescados e Frutos do mar,TBCA
Filé de abadejo frito com sal,Pescados e Frutos do mar,TBCA
Filé de abadejo grelhado,Pescados e Frutos do mar,TBCA
Filé de anchova conserva em óleo,Pescados e Frutos do mar,TBCA
Filé de anchova defumado,Pescados e Frutos do mar,TBCA
Filé de corimba/curimatã,Pescados e Frutos do mar,TBCA
Filé de dourado cozido,Pescados e Frutos do mar,TBCA
Filé de dourado cozido com sal,Pescados e Frutos do mar,TBCA
FIlé de merluza assado,Pescados e Frutos do mar,TBCA
Filé de merluza cru,Pescados e Frutos do mar,TBCA
Filé de merluza frito,Pescados e Frutos do mar,TBCA
Filé de peixe à milanesa frito,Pescados e Frutos do mar,TBCA
Filé de peixe à milanesa frito com sal,Pescados e Frutos do mar,TBCA
Filé de peixe cozido,Pescados e Frutos do mar,TBCA
Filé de peixe cozido com sal,Pescados e Frutos do mar,TBCA
Filé de peixe cru,Pescados e Frutos do mar,TBCA
Filé de peixe grelhado/assado,Pescados e Frutos do mar,TBCA
Filé de peixe grelhado/assado com sal,Pescados e Frutos do mar,TBCA
Filé de peixe refogado,Pescados e Frutos do mar,TBCA
Filé de peixe refogado com sal,Pescados e Frutos do mar,TBCA
Filé de pescada à escabeche,Pescados e Frutos do mar,TBCA
Filé de pescada crua,Pescados e Frutos do mar,TBCA
Filé de pescada empanada frita,Pescados e Frutos do mar,TBCA
Filé de pescada frita,Pescados e Frutos do mar,TBCA
Filé de salmão com pele grelhado,Pescados e Frutos do mar,TBCA
Filé de salmão sem pele à milanesa frito,Pescados e Frutos do mar,TBCA
Filé de salmão sem pele à milanesa frito com sal,Pescados e Frutos do mar,TBCA
Filé de salmão sem pele assado/grelhado com sal,Pescados e Frutos do mar,TBCA
Filé de salmão sem pele cozido,Pescados e Frutos do mar,TBCA
Filé de salmão sem pele cozido com sal,Pescados e Frutos do mar,TBCA
Filé de salmão sem pele frito,Pescados e Frutos do mar,TBCA
Filé de salmão sem pele frito com sal,Pescados e Frutos do mar,TBCA
Filé de sardinha à milanesa frita com sal,Pescados e Frutos do mar,TBCA
Filé de sardinha à milanesa frito,Pescados e Frutos do mar,TBCA
Filé de sardinha com cebola e louro em conserva (Coqueiro),Pescados e Frutos do mar,TBCA
Filé de sardinha cozido,Pescados e Frutos do mar,TBCA
Filé de sardinha cozido com sal,Pescados e Frutos do mar,TBCA
Filé de sardinha crua,Pescados e Frutos do mar,TBCA
Filé de sardinha em conserva em óleo,Pescados e Frutos do mar,TBCA
Filé de sardinha frito,Pescados e Frutos do mar,TBCA
Filé de sardinha frito com sal,Pescados e Frutos do mar,TBCA
Filé de sardinha no microondas por 10 minutos,Pescados e Frutos do mar,TBCA
Filé de tainha assado por 45 minutos,Pescados e Frutos do mar,TBCA
FIlé de tainha cozido por 30 minutos,Pescados e Frutos do mar,TBCA
FIlé de tainha cru,Pescados e Frutos do mar,TBCA
Filé de tainha preparado no microondas,Pescados e Frutos do mar,TBCA
Filé de tilápia cru,Pescados e Frutos do mar,TBCA
Filé de tucunaré cozido,Pescados e Frutos do mar,TBCA
Filé de tucunaré cozido com sal,Pescados e Frutos do mar,TBCA
Filé de tucunaré cru,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada à milanesa frito,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada à milanesa frito com sal,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada assado/grelhado,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada assado/grelhado com sal,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada cozido,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada cozido com sal,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada cru,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada frito,Pescados e Frutos do mar,TBCA
Filé/posta de peixe de água salgada frito com sal,Pescados e Frutos do mar,TBCA
Frigideira de peixe com sal,Pescados e Frutos do mar,TBCA
Frutos do mar ao leite de coco,Pescados e Frutos do mar,TBCA
Frutos do mar ao leite de coco com sal,Pescados e Frutos do mar,TBCA
Frutos do mar com legumes,Pescados e Frutos do mar,TBCA
Frutos do mar com legumes e sal,Pescados e Frutos do mar,TBCA
Hot Filadélfia (Hot Roll),Pescados e Frutos do mar,TBCA
Lagosta cozida,Pescados e Frutos do mar,TBCA
Lagosta cozida com sal,Pescados e Frutos do mar,TBCA
Lagosta crua,Pescados e Frutos do mar,TBCA
Lambari congelado cru,Pescados e Frutos do mar,TBCA
Lambari cozido,Pescados e Frutos do mar,TBCA
Lambari cozido com sal,Pescados e Frutos do mar,TBCA
Lambari cru,Pescados e Frutos do mar,TBCA
Lambari frito,Pescados e Frutos do mar,TBCA
Linguado assado/grelhado com sal,Pescados e Frutos do mar,TBCA
Lula cozida,Pescados e Frutos do mar,TBCA
Lula cozida e frita,Pescados e Frutos do mar,TBCA
Lula cozida e frita com sal,Pescados e Frutos do mar,TBCA
Lula recheada com camarão,Pescados e Frutos do mar,TBCA
Manjuba frita,Pescados e Frutos do mar,TBCA
Manjuba frita com farinha de trigo,Pescados e Frutos do mar,TBCA
Mariscada,Pescados e Frutos do mar,TBCA
Mariscada com sal,Pescados e Frutos do mar,TBCA
Marisco cru,Pescados e Frutos do mar,TBCA
Merluza à milanesa frita,Pescados e Frutos do mar,TBCA
Merluza à milanesa frita com sal,Pescados e Frutos do mar,TBCA
Merluza assada/grelhada com sal,Pescados e Frutos do mar,TBCA
Merluza cozida,Pescados e Frutos do mar,TBCA
Merluza cozida ao molho branco,Pescados e Frutos do mar,TBCA
Merluza cozida com sal,Pescados e Frutos do mar,TBCA
Merluza frita,Pescados e Frutos do mar,TBCA
Merluza frita com sal,Pescados e Frutos do mar,TBCA
Mexilhão cozido,Pescados e Frutos do mar,TBCA
Mexilhão cozido com sal,Pescados e Frutos do mar,TBCA
Mexilhão cru,Pescados e Frutos do mar,TBCA
Mexilhão sururu com leite de coco cozido com sal,Pescados e Frutos do mar,TBCA
Mexilhão sururu cozido com leite de coco,Pescados e Frutos do mar,TBCA
Mexilhão sururu cru,Pescados e Frutos do mar,TBCA
Mexilhão unha de velho cozido com leite de coco,Pescados e Frutos do mar,TBCA
Mexilhão unha de velho cru,Pescados e Frutos do mar,TBCA
Molusco vieira cozido,Pescados e Frutos do mar,TBCA
Moqueca de camarão,Pescados e Frutos do mar,TBCA
Moqueca de camarão com sal,Pescados e Frutos do mar,TBCA
Moqueca de frutos do mar,Pescados e Frutos do mar,TBCA
Moqueca de frutos do mar com sal,Pescados e Frutos do mar,TBCA
Moqueca de lagosta,Pescados e Frutos do mar,TBCA
Moqueca de lagosta com sal,Pescados e Frutos do mar,TBCA
Moqueca de peixe baiana com sal,Pescados e Frutos do mar,TBCA
Moqueca de peixe capixaba com sal,Pescados e Frutos do mar,TBCA
Mujica/mojica a cuiabana (peixe com mandioca),Pescados e Frutos do mar,TBCA
Mujica/mojica de peixe (pirão de peixe),Pescados e Frutos do mar,TBCA
Músculo de lula cru,Pescados e Frutos do mar,TBCA
Ostra cozida,Pescados e Frutos do mar,TBCA
Ostra cozida com sal,Pescados e Frutos do mar,TBCA
Ostra cru,Pescados e Frutos do mar,TBCA
Paella de frutos do mar,Pescados e Frutos do mar,TBCA
Paella de frutos do mar com sal,Pescados e Frutos do mar,TBCA
Paella valenciana,Pescados e Frutos do mar,TBCA
Paella valenciana com sal,Pescados e Frutos do mar,TBCA
Peixe à parmegiana,Pescados e Frutos do mar,TBCA
Peixe porquinho à milanesa frito,Pescados e Frutos do mar,TBCA
Peixe porquinho à milanesa frito com sal,Pescados e Frutos do mar,TBCA
Peixe porquinho assado/grelhado,Pescados e Frutos do mar,TBCA
Peixe porquinho assado/grelhado com sal,Pescados e Frutos do mar,TBCA
Peixe porquinho cozido,Pescados e Frutos do mar,TBCA
Peixe porquinho cozido com sal,Pescados e Frutos do mar,TBCA
Peixe porquinho cru,Pescados e Frutos do mar,TBCA
Peixe porquinho frito,Pescados e Frutos do mar,TBCA
Peixe porquinho frito com sal,Pescados e Frutos do mar,TBCA
Pescada à milanesa frita,Pescados e Frutos do mar,TBCA
Pescada à milanesa frita com sal,Pescados e Frutos do mar,TBCA
Pescada assada/grelhada,Pescados e Frutos do mar,TBCA
Pescada assada/grelhada com sal,Pescados e Frutos do mar,TBCA
Pescada branca à milanesa frita,Pescados e Frutos do mar,TBCA
Pescada branca à milanesa frita com sal,Pescados e Frutos do mar,TBCA
Pescada branca assada/grelhada,Pescados e Frutos do mar,TBCA
"Pescada branca assada/grelhada com batata e vegetais - cebola, cenoura, abobrinha, tomate, óleo e sal",Pescados e Frutos do mar,TBCA
"Pescada branca assada/grelhada com creme de leite, requeijão e cogumelo paris com sal",Pescados e Frutos do mar,TBCA
Pescada branca assada/grelhada com manteiga e alcaparra com sal,Pescados e Frutos do mar,TBCA
"Pescada branca assada/grelhada com manteiga e cogumelos (paris, shitake) com sal",Pescados e Frutos do mar,TBCA
Pescada branca assada/grelhada com sal,Pescados e Frutos do mar,TBCA
"Pescada branca assada/grelhada com vegetais (cenoura, vagem, abobrinha) e óleo",Pescados e Frutos do mar,TBCA
"Pescada branca assada/grelhada com vegetais (cenoura, vagem, abobrinha), óleo e sal",Pescados e Frutos do mar,TBCA
Pescada branca assada/grelhada recheada com farofa de banana w sal,Pescados e Frutos do mar,TBCA
Pescada branca cozida,Pescados e Frutos do mar,TBCA
Pescada branca cozida ao molho branco,Pescados e Frutos do mar,TBCA
"Pescada branca cozida com camarão, molho de tomate e sal",Pescados e Frutos do mar,TBCA
Pescada branca cozida com sal,Pescados e Frutos do mar,TBCA
Pescada branca crua,Pescados e Frutos do mar,TBCA
Pescada branca frita,Pescados e Frutos do mar,TBCA
Pescada branca frita,Pescados e Frutos do mar,TBCA
Pescada branca frita com sal,Pescados e Frutos do mar,TBCA
Pescada cozida,Pescados e Frutos do mar,TBCA
Pescada cozida com sal,Pescados e Frutos do mar,TBCA
Pescada frita,Pescados e Frutos do mar,TBCA
Pescada frita com sal,Pescados e Frutos do mar,TBCA
Pescadinha à milanesa frita,Pescados e Frutos do mar,TBCA
Pescadinha à milanesa frita com sal,Pescados e Frutos do mar,TBCA
Pescadinha assada/grelhada,Pescados e Frutos do mar,TBCA
Pescadinha assada/grelhada com sal,Pescados e Frutos do mar,TBCA
Pescadinha cozida,Pescados e Frutos do mar,TBCA
Pescadinha cozida ao molho branco,Pescados e Frutos do mar,TBCA
Pescadinha cozida com sal,Pescados e Frutos do mar,TBCA
Pescadinha/tortinha crua,Pescados e Frutos do mar,TBCA
Pintado assado,Pescados e Frutos do mar,TBCA
Pintado cozido,Pescados e Frutos do mar,TBCA
Pintado cozido com sal,Pescados e Frutos do mar,TBCA
Pintado cru,Pescados e Frutos do mar,TBCA
Pintado grelhado,Pescados e Frutos do mar,TBCA
Polvo cozido,Pescados e Frutos do mar,TBCA
Polvo cozido com sal,Pescados e Frutos do mar,TBCA
Polvo cru,Pescados e Frutos do mar,TBCA
Posta de cação assado/grelhado,Pescados e Frutos do mar,TBCA
Posta de cação cozido ao molho branco,Pescados e Frutos do mar,TBCA
Posta de cação cozido ao molho de tomate,Pescados e Frutos do mar,TBCA
Posta de cação cozido com sal,Pescados e Frutos do mar,TBCA
Roupa velha de peixe,Pescados e Frutos do mar,TBCA
Salmão defumado,Pescados e Frutos do mar,TBCA
Salmão sem pele cru,Pescados e Frutos do mar,TBCA
Salmão sem pele grelhado,Pescados e Frutos do mar,TBCA
Salmon tartare,Pescados e Frutos do mar,TBCA
Sardinha assada,Pescados e Frutos do mar,TBCA
Sardinha assada/grelhada com sal,Pescados e Frutos do mar,TBCA
Sardinha frita,Pescados e Frutos do mar,TBCA
Sardinha inteira crua,Pescados e Frutos do mar,TBCA
Siri azul cozido,Pescados e Frutos do mar,TBCA
Siri azul cru,Pescados e Frutos do mar,TBCA
Sticks de peixe congelado preparado,Pescados e Frutos do mar,TBCA
Surimi fresco,Pescados e Frutos do mar,TBCA
Sushi,Pescados e Frutos do mar,TBCA
Sushi California,Pescados e Frutos do mar,TBCA
Temaki,Pescados e Frutos do mar,TBCA
Tempurá de camarão,Pescados e Frutos do mar,TBCA
Tilápia cozida,Pescados e Frutos do mar,TBCA
Tilápia cozida com sal,Pescados e Frutos do mar,TBCA
Tucunaré inteiro cru,Pescados e Frutos do mar,TBCA
Alichela caseira,Pescados e Frutos do mar,TBCA 7.2
Anchova (aliche) em conserva,Pescados e Frutos do mar,TBCA 7.2
Anchova em conserva em óleo,Pescados e Frutos do mar,TBCA 7.2
Attum cozido ao molho branco sem sal,Pescados e Frutos do mar,TBCA 7.2
Atum  sólido/ralado em conserva em óleo,Pescados e Frutos do mar,TBCA 7.2
Atum à milanesa frito com sal,Pescados e Frutos do mar,TBCA 7.2
Atum à milanesa sem sal,Pescados e Frutos do mar,TBCA 7.2
Atum assado/grelhado com sal,Pescados e Frutos do mar,TBCA 7.2
Atum assado/grelhado sem sal,Pescados e Frutos do mar,TBCA 7.2
Atum cozido com sal,Pescados e Frutos do mar,TBCA 7.2
Atum cozido sem sal,Pescados e Frutos do mar,TBCA 7.2
Atum cru,Pescados e Frutos do mar,TBCA 7.2
Atum frito com sal,Pescados e Frutos do mar,TBCA 7.2
Atum frito sem sal,Pescados e Frutos do mar,TBCA 7.2
Atum ralado em conserva em óleo (Coqueiro),Pescados e Frutos do mar,TBCA 7.2
Atum sólido em conserva em óleo,Pescados e Frutos do mar,TBCA 7.2
Atum sólido em conserva em óleo (Coqueiro),Pescados e Frutos do mar,TBCA 7.2
Bacalhau dessalgado cozido sem sal,Pescados e Frutos do mar,TBCA 7.2
Bacalhau dessalgado refogado,Pescados e Frutos do mar,TBCA 7.2
Bacalhoada com vegetais e sal,Pescados e Frutos do mar,TBCA 7.2
Bobó de peixe com sal,Pescados e Frutos do mar,TBCA 7.2
Bolinho de bacalhau frito caseiro,Pescados e Frutos do mar,TBCA 7.2
Bolinho de peixe caseiro frito com óleo de soja,Pescados e Frutos do mar,TBCA 7.2
Cação à milanesa frito com sal,Pescados e Frutos do mar,TBCA 7.2
Cação à milanesa frito sem sal,Pescados e Frutos do mar,TBCA 7.2
Cação frito com sal,Pescados e Frutos do mar,TBCA 7.2
Cação frito sem sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de frutos do mar com sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de frutos do mar sem sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de peixe com sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de peixe e batata com sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de peixe e batata sem sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de peixe e frutos do mar com sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de peixe e frutos do mar sem sal,Pescados e Frutos do mar,TBCA 7.2
Caldeirada de peixe sem sal,Pescados e Frutos do mar,TBCA 7.2
Caldo de camarão,Pescados e Frutos do mar,TBCA 7.2
Caldo de peixe de caseiro,Pescados e Frutos do mar,TBCA 7.2
Camarão à baiana com sal,Pescados e Frutos do mar,TBCA 7.2
Camarão à baiana sem sal,Pescados e Frutos do mar,TBCA 7.2
Camarão com batata e legumes com sal,Pescados e Frutos do mar,TBCA 7.2
Camarão com batata e legumes sem sal,Pescados e Frutos do mar,TBCA 7.2
