nome,categoria,origem
Fígado refogado,Carnes e derivados,TBCA
Fígado refogado com sal,Carnes e derivados,TBCA
Filé de frango à parmegiana,Carnes e derivados,TBCA
Filé de peito de frango à milanesa frito,Carnes e derivados,TBCA
Filé de peito de frango à milanesa frito com sal,Carnes e derivados,TBCA
Filé de peito de frango cru,Carnes e derivados,TBCA
Filé de peito de frango/galinha sem pele empanado cru,Carnes e derivados,TBCA
Filé mignon à milanesa frito,Carnes e derivados,TBCA
Filé mignon à milanesa frito com sal,Carnes e derivados,TBCA
Filé mignon cru,Carnes e derivados,TBCA
Filé mignon de avestruz,Carnes e derivados,TBCA
Filé mignon frito,Carnes e derivados,TBCA
Filé mignon frito com sal,Carnes e derivados,TBCA
Filé mignon grelhado,Carnes e derivados,TBCA
Filé mignon grelhado com manteiga,Carnes e derivados,TBCA
Filé mignon grelhado com manteiga e sal,Carnes e derivados,TBCA
Filé mignon grelhado com óleo,Carnes e derivados,TBCA
Filé mignon grelhado com óleo e sal,Carnes e derivados,TBCA
Filé mignon grelhado/assado com sal,Carnes e derivados,TBCA
Filé mignon refogado,Carnes e derivados,TBCA
Filé mignon refogado com sal,Carnes e derivados,TBCA
"Flanco cozido com batata e vegetais - cenoura, chuchu, vagem e óleo",Carnes e derivados,TBCA
"Flanco cozido com batata e vegetais - cenoura, chuchu, vagem, óleo e sal",Carnes e derivados,TBCA
"Flanco cozido com batata, cenoura e óleo",Carnes e derivados,TBCA
"Flanco cozido com batata, cenoura, óleo e sal",Carnes e derivados,TBCA
Flanco cozido com óleo,Carnes e derivados,TBCA
Flanco cozido com óleo e sal,Carnes e derivados,TBCA
Flanco cru,Carnes e derivados,TBCA
Flanco sem gordura cozido,Carnes e derivados,TBCA
Fraldinha cozida,Carnes e derivados,TBCA
"Fraldinha cozida com batata, cenoura e óleo",Carnes e derivados,TBCA
"Fraldinha cozida com batata, cenoura, óleo e sal",Carnes e derivados,TBCA
Fraldinha cozida com óleo,Carnes e derivados,TBCA
Fraldinha cozida com óleo e sal,Carnes e derivados,TBCA
Fraldinha cozida com sal,Carnes e derivados,TBCA
Fraldinha crua,Carnes e derivados,TBCA
Fraldinha frita,Carnes e derivados,TBCA
Fraldinha frita com sal,Carnes e derivados,TBCA
Fraldinha grelhada/assada,Carnes e derivados,TBCA
Fraldinha grelhada/assada com sal,Carnes e derivados,TBCA
Frango à milanesa frito,Carnes e derivados,TBCA
Frango à milanesa frito com sal,Carnes e derivados,TBCA
Frango ao molho pardo (frango de cabidela),Carnes e derivados,TBCA
Frango caipira inteiro cozido,Carnes e derivados,TBCA
Frango caipira inteiro cozido,Carnes e derivados,TBCA
Frango caipira inteiro cozido com sal,Carnes e derivados,TBCA
"Frango caipira inteiro cozido com salsa, molho de tomate, pimenta do reino e sal",Carnes e derivados,TBCA
"Frango caipira inteiro cozido com salsa, óleo, e pimenta do reino",Carnes e derivados,TBCA
"Frango caipira inteiro cozido com salsa, óleo, pimenta do reino e sal",Carnes e derivados,TBCA
Frango caipira inteiro cru,Carnes e derivados,TBCA
Frango caipira inteiro sem pele cozido com sal,Carnes e derivados,TBCA
Frango caipira sem pele inteiro cozido,Carnes e derivados,TBCA
"Frango caipira sem pele inteiro cozido com salsa, molho de tomate e pimenta do reino",Carnes e derivados,TBCA
"Frango caipira sem pele inteiro cozido com salsa, molho de tomate, pimenta do reino e sal",Carnes e derivados,TBCA
"Frango caipira sem pele inteiro cozido com salsa, óleo, e pimenta do reino",Carnes e derivados,TBCA
"Frango caipira sem pele inteiro cozido com salsa, óleo, pimenta do reino e sal",Carnes e derivados,TBCA
Frango com açafrão (cúrcuma),Carnes e derivados,TBCA
Frango com açafrão (cúrcuma) com sal,Carnes e derivados,TBCA
Frango empanado tipo nuggets assado,Carnes e derivados,TBCA
Frango empanado tipo nuggets congelado cru,Carnes e derivados,TBCA
Frango empanado tipo nuggets frito,Carnes e derivados,TBCA
Frango inteiro cozido,Carnes e derivados,TBCA
Frango inteiro cru,Carnes e derivados,TBCA
Frango inteiro refogado,Carnes e derivados,TBCA
Frango inteiro refogado com sal,Carnes e derivados,TBCA
Frango inteiro sem pele assado,Carnes e derivados,TBCA
Frango inteiro sem pele com sal grelhado/assado,Carnes e derivados,TBCA
Frango inteiro sem pele cru,Carnes e derivados,TBCA
Frango inteiro sem pele frito,Carnes e derivados,TBCA
Frango inteiro sem pele frito com sal,Carnes e derivados,TBCA
Frango xadrez,Carnes e derivados,TBCA
Fricassé de carne moída,Carnes e derivados,TBCA
Fricassé de carne moída com sal,Carnes e derivados,TBCA
Fricassé de frango,Carnes e derivados,TBCA
Fricassé de frango com sal,Carnes e derivados,TBCA
Galeto assado,Carnes e derivados,TBCA
Galeto assado com sal,Carnes e derivados,TBCA
Galinha da angola (carne e pele) cozida com óleo e sal,Carnes e derivados,TBCA
Galinha da angola (carne e pele) cozida com sal,Carnes e derivados,TBCA
Goulash,Carnes e derivados,TBCA
Hambúrguer bovino cru,Carnes e derivados,TBCA
"Hambúrguer bovino grelhado,à pizzaiolo",Carnes e derivados,TBCA
Hambúrguer bovino industrializado frito,Carnes e derivados,TBCA
Hambúrguer bovino industrializado grelhado,Carnes e derivados,TBCA
Hambúrguer cru,Carnes e derivados,TBCA
Hambúrguer de frango cru (Sadia),Carnes e derivados,TBCA
Hambúrguer de frango cru (Seara),Carnes e derivados,TBCA
Hambúrguer industrializado de frango grelhado sem óleo,Carnes e derivados,TBCA
Jardineira de frango com sal,Carnes e derivados,TBCA
Lagarto cozido,Carnes e derivados,TBCA
"Lagarto cozido com cenoura, ervilha, e molho de tomate",Carnes e derivados,TBCA
"Lagarto cozido com cenoura, ervilha, molho de tomate e sal",Carnes e derivados,TBCA
Lagarto cozido com óleo,Carnes e derivados,TBCA
Lagarto cozido com óleo e sal,Carnes e derivados,TBCA
Lagarto cozido com sal,Carnes e derivados,TBCA
Lagarto cru,Carnes e derivados,TBCA
Lagarto frito,Carnes e derivados,TBCA
Lagarto frito com sal,Carnes e derivados,TBCA
Lagarto recheado com calabresa,Carnes e derivados,TBCA
Lagarto recheado com calabresa e sal,Carnes e derivados,TBCA
Lagarto recheado com cenoura,Carnes e derivados,TBCA
Lagarto recheado com cenoura e sal,Carnes e derivados,TBCA
Lagarto recheado com presunto e queijo,Carnes e derivados,TBCA
Lagarto recheado com presunto e queijo,Carnes e derivados,TBCA
Lagarto refogado,Carnes e derivados,TBCA
Lagarto refogado com sal,Carnes e derivados,TBCA
Leque de avestruz (carne),Carnes e derivados,TBCA
Lingua cozida,Carnes e derivados,TBCA
Língua cozida ao molho vermelho com sal,Carnes e derivados,TBCA
"Lingua cozida com cenoura, ervilha e molho de tomate",Carnes e derivados,TBCA
"Lingua cozida com cenoura, ervilha, molho de tomate e sal",Carnes e derivados,TBCA
Língua cozida com sal,Carnes e derivados,TBCA
"Lingua cozida recheada com cenoura, pimentão vermelho, molho de tomate e sal",Carnes e derivados,TBCA
"Lingua cozida recheada com linguiça calabresa, molho de tomate e sal",Carnes e derivados,TBCA
Língua crua,Carnes e derivados,TBCA
Língua refogada com óleo e sal,Carnes e derivados,TBCA
Linguiça calabresa à milanesa,Carnes e derivados,TBCA
Linguiça calabresa assada no forno com sal,Carnes e derivados,TBCA
Linguiça calabresa cozida com óleo e sal,Carnes e derivados,TBCA
Linguiça calabresa cozida com sal,Carnes e derivados,TBCA
Linguiça calabresa frita com óleo e sal,Carnes e derivados,TBCA
Linguiça calabresa refogada com sal,Carnes e derivados,TBCA
Linguiça crua,Carnes e derivados,TBCA
Linguiça de frango crua,Carnes e derivados,TBCA
Linguiça de frango crua (Sadia),Carnes e derivados,TBCA
Linguiça de frango crua (Seara),Carnes e derivados,TBCA
Linguiça de frango frita,Carnes e derivados,TBCA
Linguiça de frango frita com sal,Carnes e derivados,TBCA
Linguiça de frango grelhada,Carnes e derivados,TBCA
Linguiça de frango/porco crua,Carnes e derivados,TBCA
Linguiça de frango/porco frita,Carnes e derivados,TBCA
Linguiça de frango/porco frita com sal,Carnes e derivados,TBCA
Linguiça de frango/porco grelhada/assada,Carnes e derivados,TBCA
Linguiça de frango/porco grelhada/assada com sal,Carnes e derivados,TBCA
Linguiça de frango/porco refogada,Carnes e derivados,TBCA
Linguiça de frango/porco refogada com sal,Carnes e derivados,TBCA
Linguiça de porco defumada crua,Carnes e derivados,TBCA
Linguiça de porco frescal crua,Carnes e derivados,TBCA
Linguiça de porco grelhada,Carnes e derivados,TBCA
Linguiça frita,Carnes e derivados,TBCA
Linguiça mista defumada,Carnes e derivados,TBCA
Linguiça tipo calabresa fininha,Carnes e derivados,TBCA
Linguiça toscana crua,Carnes e derivados,TBCA
Lombo canadense defumado,Carnes e derivados,TBCA
Lombo de búfalo crua,Carnes e derivados,TBCA
Lombo de cabrito cru,Carnes e derivados,TBCA
Lombo de capão cru,Carnes e derivados,TBCA
Lombo de cordeiro cru,Carnes e derivados,TBCA
Lombo de ovelha crua,Carnes e derivados,TBCA
Lombo de porco assado,Carnes e derivados,TBCA
"Lombo de porco assado e recheado com cebola, cenoura, pimentão vermelho, e sal",Carnes e derivados,TBCA
"Lombo de porco assado e recheado com cebola, damasco, cogumelo paris e sal",Carnes e derivados,TBCA
Lombo de porco assado e recheado com linguiça calabresa e sal,Carnes e derivados,TBCA
Lombo de porco cru,Carnes e derivados,TBCA
Lombo de porco empanado frito,Carnes e derivados,TBCA
Lombo de porco empanado frito,Carnes e derivados,TBCA
Lombo de porco frito,Carnes e derivados,TBCA
Lombo de porco frito com sal,Carnes e derivados,TBCA
"Lombo de porco grelhado/assado com manteiga, molho de abacaxi e mel, e pimenta do reino",Carnes e derivados,TBCA
"Lombo de porco grelhado/assado com manteiga, molho de abacaxi e mel, pimenta do reino e sal",Carnes e derivados,TBCA
Lombo de porco grelhado/assado com sal,Carnes e derivados,TBCA
Lombo de porco refogado,Carnes e derivados,TBCA
Lombo de porco refogado com sal,Carnes e derivados,TBCA
Lombo de porco temperado cru,Carnes e derivados,TBCA
Mamão de cabrito crua,Carnes e derivados,TBCA
"Maminha assada recheada com cebola, pimentão, tomate, linguiça calabresa e pimenta do reino",Carnes e derivados,TBCA
"Maminha assada recheada com cebola, pimentão, tomate, linguiça calabresa, pimenta do reino e sal",Carnes e derivados,TBCA
Maminha crua,Carnes e derivados,TBCA
Maminha frita,Carnes e derivados,TBCA
Maminha frita com sal,Carnes e derivados,TBCA
Maminha grelhada,Carnes e derivados,TBCA
Maminha grelhada com manteiga,Carnes e derivados,TBCA
Maminha grelhada com manteiga e sal,Carnes e derivados,TBCA
Maminha grelhada com óleo,Carnes e derivados,TBCA
Maminha grelhada com óleo e sal,Carnes e derivados,TBCA
Maminha grelhada/assada com sal,Carnes e derivados,TBCA
Miolo cozido,Carnes e derivados,TBCA
Miolo cozido com sal,Carnes e derivados,TBCA
Miolo de alcatra grelhada,Carnes e derivados,TBCA
Miolo de alcatra grelhada com manteiga,Carnes e derivados,TBCA
Miolo de alcatra grelhada com manteiga e sal,Carnes e derivados,TBCA
Miolo de alcatra grelhada com óleo,Carnes e derivados,TBCA
Miolo de alcatra grelhada com óleo e sal,Carnes e derivados,TBCA
Miolo de alcatra grelhada/assada com sal,Carnes e derivados,TBCA
"Mocotó bovino com feijão branco, tomate, e caldo de mocotó",Carnes e derivados,TBCA
Moela de frango cozida,Carnes e derivados,TBCA
Moela de frango cozida com sal,Carnes e derivados,TBCA
Moela de frango crua,Carnes e derivados,TBCA
Molho à bolonhesa com sal,Carnes e derivados,TBCA
Mortadela,Carnes e derivados,TBCA
Músculo cozido,Carnes e derivados,TBCA
"Músculo cozido com batata doce, cenoura e óleo",Carnes e derivados,TBCA
"Músculo cozido com batata doce, cenoura, óleo e sal",Carnes e derivados,TBCA
"Músculo cozido com batata, cenoura e óleo",Carnes e derivados,TBCA
"Músculo cozido com batata, cenoura, óleo e sal",Carnes e derivados,TBCA
"Músculo cozido com brócolis, cenoura e óleo",Carnes e derivados,TBCA
"Músculo cozido com brócolis, cenoura, óleo e sal",Carnes e derivados,TBCA
"Músculo cozido com cenoura, ervilha, molho de tomate e sal",Carnes e derivados,TBCA
"Músculo cozido com cenoura,ervilha, e molho de tomate",Carnes e derivados,TBCA
Músculo cozido com óleo,Carnes e derivados,TBCA
Músculo cozido com óleo e sal,Carnes e derivados,TBCA
Músculo cozido com sal,Carnes e derivados,TBCA
Músculo cru,Carnes e derivados,TBCA
Músculo refogado,Carnes e derivados,TBCA
Músculo refogado com sal,Carnes e derivados,TBCA
Músculo sem gordura externa de cordeiro cru,Carnes e derivados,TBCA
Nuggets crocante (Sadia),Carnes e derivados,TBCA
Orelha de porco cozida,Carnes e derivados,TBCA
Orelha de porco cozido com sal,Carnes e derivados,TBCA
Orelha de porco salgada crua,Carnes e derivados,TBCA
Paçoca de charque,Carnes e derivados,TBCA
Paçoca de pinhão com sal,Carnes e derivados,TBCA
Paleta com gordura crua,Carnes e derivados,TBCA
Paleta cozida,Carnes e derivados,TBCA
"Paleta cozida com batata doce, cenoura e óleo",Carnes e derivados,TBCA
"Paleta cozida com batata doce, cenoura, óleo e sal",Carnes e derivados,TBCA
"Paleta cozida com batata, cenoura e óleo",Carnes e derivados,TBCA
"Paleta cozida com batata, cenoura, óleo e sal",Carnes e derivados,TBCA
"Paleta cozida com brócolis, cenoura, e óleo",Carnes e derivados,TBCA
"Paleta cozida com brócolis, cenoura, óleo e sal",Carnes e derivados,TBCA
"Paleta cozida com ervilha, cenoura, e molho de tomate",Carnes e derivados,TBCA
"Paleta cozida com ervilha, cenoura, molho de tomate e sal",Carnes e derivados,TBCA
Paleta cozida com óleo,Carnes e derivados,TBCA
Paleta cozida com sal,Carnes e derivados,TBCA
Paleta cozida refogada com sal,Carnes e derivados,TBCA
Paleta crua,Carnes e derivados,TBCA
Paleta de cabrito crua,Carnes e derivados,TBCA
Paleta de capão crua,Carnes e derivados,TBCA
Paleta de cordeiro crua,Carnes e derivados,TBCA
Paleta de ovelha crua,Carnes e derivados,TBCA
Paleta de porco crua,Carnes e derivados,TBCA
Paleta frita,Carnes e derivados,TBCA
Paleta frita com sal,Carnes e derivados,TBCA
Paleta sem gordura refogada com sal,Carnes e derivados,TBCA
Patinho à milanesa frito,Carnes e derivados,TBCA
Patinho à milanesa frito com sal,Carnes e derivados,TBCA
Patinho cru,Carnes e derivados,TBCA
Patinho frito,Carnes e derivados,TBCA
Patinho frito com sal,Carnes e derivados,TBCA
Patinho grelhado,Carnes e derivados,TBCA
Patinho grelhado com manteiga,Carnes e derivados,TBCA
Patinho grelhado com manteiga e sal,Carnes e derivados,TBCA
Patinho grelhado com óleo,Carnes e derivados,TBCA
Patinho grelhado com óleo e sal,Carnes e derivados,TBCA
Patinho grelhado/assado com sal,Carnes e derivados,TBCA
Patinho refogado,Carnes e derivados,TBCA
Patinho refogado com sal,Carnes e derivados,TBCA
"Pato assado com tucupi, pimenta-de-cheiro, jambu, chicória e sal",Carnes e derivados,TBCA
Pato inteiro cozido e assado com sal,Carnes e derivados,TBCA
Pé de frango cozido,Carnes e derivados,TBCA
Pé de frango cozido com óleo e sal,Carnes e derivados,TBCA
Pé de frango cozido com sal,Carnes e derivados,TBCA
Pé de porco cozido,Carnes e derivados,TBCA
Pé de porco cozido com sal,Carnes e derivados,TBCA
Peito bovino cozido com sal,Carnes e derivados,TBCA
Peito bovino cru,Carnes e derivados,TBCA
Peito bovino frito,Carnes e derivados,TBCA
Peito bovino frito com sal,Carnes e derivados,TBCA
"Peito bovino grelhada com óleo, cebola e alho, s/ sal",Carnes e derivados,TBCA
Peito bovino grelhado,Carnes e derivados,TBCA
Peito bovino grelhado com manteiga,Carnes e derivados,TBCA
Peito bovino grelhado com manteiga e sal,Carnes e derivados,TBCA
Peito bovino grelhado com óleo e sal,Carnes e derivados,TBCA
Peito de frango à milanesa cru,Carnes e derivados,TBCA
Peito de frango assado,Carnes e derivados,TBCA
Peito de frango assado,Carnes e derivados,TBCA
Peito de frango assado com sal,Carnes e derivados,TBCA
"Peito de frango com batata, óleo e sal",Carnes e derivados,TBCA
"Peito de frango com vegetais - brócolis, cenoura",Carnes e derivados,TBCA
"Peito de frango com vegetais - cenoura, chuchu e vagem",Carnes e derivados,TBCA
Peito de frango cru,Carnes e derivados,TBCA
Peito de frango refogado com batata,Carnes e derivados,TBCA
Peito de frango refogado com legumes,Carnes e derivados,TBCA
Peito de frango sem pele cozido,Carnes e derivados,TBCA
Peito de frango sem pele cozido com óleo,Carnes e derivados,TBCA
Peito de frango sem pele cozido com óleo e sal,Carnes e derivados,TBCA
Peito de frango sem pele cozido com sal,Carnes e derivados,TBCA
Peito de frango sem pele cru,Carnes e derivados,TBCA
Peito de frango sem pele frito,Carnes e derivados,TBCA
Peito de frango sem pele frito com sal,Carnes e derivados,TBCA
Peito de frango sem pele grelhado,Carnes e derivados,TBCA
Peito de frango sem pele grelhado com sal,Carnes e derivados,TBCA
Peito de frango sem pele refogado,Carnes e derivados,TBCA
Peito de frango sem pele refogado com sal,Carnes e derivados,TBCA
Peito de peru defumado,Carnes e derivados,TBCA
Peito de peru sem pele à milanesa frito,Carnes e derivados,TBCA
Peito de peru sem pele à milanesa frito com sal,Carnes e derivados,TBCA
Peito de peru sem pele cozido com sal,Carnes e derivados,TBCA
Peito de peru sem pele cozido e drenado,Carnes e derivados,TBCA
Peito de peru sem pele cru,Carnes e derivados,TBCA
Peito de peru sem pele frito,Carnes e derivados,TBCA
Peito de peru sem pele frito com sal,Carnes e derivados,TBCA
Peito de peru sem pele grelhado/assado,Carnes e derivados,TBCA
Peito de peru sem pele grelhado/assado com sal,Carnes e derivados,TBCA
Pepperoni fatiado,Carnes e derivados,TBCA
Perna de cabrito crua,Carnes e derivados,TBCA
Perna de capão crua,Carnes e derivados,TBCA
Perna de cordeiro cru,Carnes e derivados,TBCA
"Perna de ovelha cozida com batata, cenoura, chuchu, abobrinha, ervilha em vagem e óleo",Carnes e derivados,TBCA
"Perna de ovelha cozida com batata, cenoura, chuchu, abobrinha, ervilha em vagem, óleo, e sal",Carnes e derivados,TBCA
Perna de ovelha cozida crua,Carnes e derivados,TBCA
Perna de ovelha cozida e assada,Carnes e derivados,TBCA
Perna de ovelha cozida e assada com sal,Carnes e derivados,TBCA
"Pernil de porco assada com tucupi, pimenta de cheiro, jambu, chicória e sal",Carnes e derivados,TBCA
Pernil de porco assado,Carnes e derivados,TBCA
Pernil de porco cru,Carnes e derivados,TBCA
Pernil de porco frito,Carnes e derivados,TBCA
Pernil de porco frito com sal,Carnes e derivados,TBCA
Pernil de porco grelhado/assado com sal,Carnes e derivados,TBCA
Pernil de porco refogado,Carnes e derivados,TBCA
Pernil de porco refogado com sal,Carnes e derivados,TBCA
Pernil e paleta de cabrito crua,Carnes e derivados,TBCA
Peru congelado assado,Carnes e derivados,TBCA
Peru congelado cru,Carnes e derivados,TBCA
Peru inteiro assado com manteiga e sal,Carnes e derivados,TBCA
"Peru inteiro assado recheado com farofa - farinha de mandioca, moela, fígado, tomate, azeitona e sal",Carnes e derivados,TBCA
Pescoço de cabrito cru,Carnes e derivados,TBCA
Picanha crua,Carnes e derivados,TBCA
Picanha crua,Carnes e derivados,TBCA
Picanha grelhada,Carnes e derivados,TBCA
Picanha grelhada com manteiga,Carnes e derivados,TBCA
Picanha grelhada com manteiga e sal,Carnes e derivados,TBCA
Picanha grelhada com óleo,Carnes e derivados,TBCA
Picanha grelhada com óleo e sal,Carnes e derivados,TBCA
Picanha grelhada com óleo e sal,Carnes e derivados,TBCA
Picanha grelhada/assada,Carnes e derivados,TBCA
Picanha grelhada/assada com sal,Carnes e derivados,TBCA
Picanha sem gordura grelhada,Carnes e derivados,TBCA
Picanha sem gordura grelhada com manteiga,Carnes e derivados,TBCA
Picanha sem gordura grelhada com manteiga e sal,Carnes e derivados,TBCA
Picanha sem gordura grelhada com óleo,Carnes e derivados,TBCA
Picanha sem gordura grelhada com óleo e sal,Carnes e derivados,TBCA
Picanha sem gordura grelhada com óleo e sal,Carnes e derivados,TBCA
Ponta de agulha crua,Carnes e derivados,TBCA
Presunto (Seara),Carnes e derivados,TBCA
Presunto (Wilson),Carnes e derivados,TBCA
Presunto c/ capa de gordura,Carnes e derivados,TBCA
"Presunto de peru cozido,",Carnes e derivados,TBCA
Presunto fatiado (Sadia),Carnes e derivados,TBCA
Presunto sem capa de gordura fatiado,Carnes e derivados,TBCA
Presunto tipo Parma,Carnes e derivados,TBCA
"Presunto, porco, cozido, p/ lanche (média de várias amostras)",Carnes e derivados,TBCA
"Presunto, porco, cozido, s/ capa de gordura",Carnes e derivados,TBCA
Pulmão bovino cozido,Carnes e derivados,TBCA
Pulmão bovino cozido com sal,Carnes e derivados,TBCA
Quarto dianteiro cru,Carnes e derivados,TBCA
Quarto dianteiro sem gordura cozido,Carnes e derivados,TBCA
"Quarto dianteiro sem gordura cozido com batata e vegetais - cenoura, chuchu, vagem, e óleo",Carnes e derivados,TBCA
"Quarto dianteiro sem gordura cozido com batata e vegetais - cenoura, chuchu, vagem, molho de tomate e sal",Carnes e derivados,TBCA
"Quarto dianteiro sem gordura cozido com batata e vegetais - cenoura, chuchu, vagem, óleo e sal",Carnes e derivados,TBCA
Quarto dianteiro sem gordura cozido com óleo,Carnes e derivados,TBCA
Quarto dianteiro sem gordura cozido com óleo e sal,Carnes e derivados,TBCA
Quarto traseiro cru,Carnes e derivados,TBCA
Quarto traseiro grelhado,Carnes e derivados,TBCA
Quarto traseiro grelhado com manteiga,Carnes e derivados,TBCA
Quarto traseiro grelhado com manteiga e sal,Carnes e derivados,TBCA
Quarto traseiro grelhado com óleo,Carnes e derivados,TBCA
Quarto traseiro grelhado com óleo,Carnes e derivados,TBCA
Quarto traseiro grelhado com óleo e sal,Carnes e derivados,TBCA
Quarto traseiro grelhado com sal,Carnes e derivados,TBCA
Quarto traseiro grelhado com sal,Carnes e derivados,TBCA
Quarto traseiro sem gordura cozido,Carnes e derivados,TBCA
"Quarto traseiro sem gordura cozido com batata e vegetais - cenoura, chuchu, vagem, molho de tomate e sal",Carnes e derivados,TBCA
"Quarto traseiro sem gordura cozido com batata e vegetais - cenoura, chuchu, vagem, óleo",Carnes e derivados,TBCA
"Quarto traseiro sem gordura cozido com batata e vegetais - cenoura, chuchu, vagem, óleo e sal",Carnes e derivados,TBCA
Quarto traseiro sem gordura cozido com óleo,Carnes e derivados,TBCA
Quarto traseiro sem gordura cozido com óleo e sal,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado com manteiga,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado com manteiga e sal,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado com óleo,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado com óleo,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado com óleo,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado com óleo e sal,Carnes e derivados,TBCA
Quarto traseiro sem gordura grelhado com sal,Carnes e derivados,TBCA
Quibe bovino assado,Carnes e derivados,TBCA
Quibe bovino cru,Carnes e derivados,TBCA
Quibe bovino cru com sal,Carnes e derivados,TBCA
Quibe bovino frito com sal,Carnes e derivados,TBCA
Quibe bovino industrializado frito,Carnes e derivados,TBCA
Rabo bovino cozido,Carnes e derivados,TBCA
Rabo bovino cozido,Carnes e derivados,TBCA
Rabo bovino cozido com sal,Carnes e derivados,TBCA
Rabo de crocodilo cru,Carnes e derivados,TBCA
Rabo de jacaré à milanesa frito,Carnes e derivados,TBCA
Rabo de porco cru,Carnes e derivados,TBCA
Redondo de avestruz (carne),Carnes e derivados,TBCA
Rosbife fatiado,Carnes e derivados,TBCA
Roupa velha de charque,Carnes e derivados,TBCA
Roupa velha de charque com sal,Carnes e derivados,TBCA
Salame de porco,Carnes e derivados,TBCA
Salame hamburguês,Carnes e derivados,TBCA
Salame italiano,Carnes e derivados,TBCA
Salame milano,Carnes e derivados,TBCA
Salaminho de porco,Carnes e derivados,TBCA
Salsicha aquecida,Carnes e derivados,TBCA
Salsicha de frango não aquecida,Carnes e derivados,TBCA
Salsicha de hot dog,Carnes e derivados,TBCA
Salsicha longuette,Carnes e derivados,TBCA
Salsicha não aquecida,Carnes e derivados,TBCA
Salsichão não aquecido,Carnes e derivados,TBCA
Sangue de porco cru,Carnes e derivados,TBCA
Sarapatel,Carnes e derivados,TBCA
Sarapatel com sal,Carnes e derivados,TBCA
Sassami de peito de frango cru,Carnes e derivados,TBCA
Sobrecoxa de frango assada,Carnes e derivados,TBCA
Sobrecoxa de frango crua,Carnes e derivados,TBCA
Sobrecoxa de frango crua (Seara),Carnes e derivados,TBCA
Sobrecoxa de frango sem pele assada,Carnes e derivados,TBCA
Steak tartare,Carnes e derivados,TBCA
Strogonoff de frango,Carnes e derivados,TBCA
Strogonoff de frango congelado com temperos e sal,Carnes e derivados,TBCA
Tender de frango com temperos e sal,Carnes e derivados,TBCA
Tender de porco com temperos e sal,Carnes e derivados,TBCA
Toucinho cru,Carnes e derivados,TBCA
Toucinho defumado (bacon) frito com alho e alecrim,Carnes e derivados,TBCA
Toucinho frito,Carnes e derivados,TBCA
Vaca atolada,Carnes e derivados,TBCA
Vaca atolada com sal,Carnes e derivados,TBCA
Vitela cozida,Carnes e derivados,TBCA
Vitela cozida com sal,Carnes e derivados,TBCA
Xinxim de bofe com sal,Carnes e derivados,TBCA
Xinxim de frango com sal,Carnes e derivados,TBCA
Acém cozido com sal,Carnes e derivados,TBCA 7.2
Acém cru,Carnes e derivados,TBCA 7.2
"Acém moído cozida com cenoura, abobrinha, milho, ervilha com óleo e sal",Carnes e derivados,TBCA 7.2
Acém moído cozido,Carnes e derivados,TBCA 7.2
"Acém moído cozido com azeitona, milho verde, ovo cozido com óleo",Carnes e derivados,TBCA 7.2
"Acém moído cozido com azeitona, milho verde, ovo cozido óleo e sal",Carnes e derivados,TBCA 7.2
Acém moído cozido com batata com óleo,Carnes e derivados,TBCA 7.2
"Acém moído cozido com batata e vegetais - cenoura, chuchu, vagem com óleo",Carnes e derivados,TBCA 7.2
"Acém moído cozido com batata e vegetais - cenoura, chuchu, vagem com óleo e sal",Carnes e derivados,TBCA 7.2
"Acém moído cozido com batata, óleo e sal",Carnes e derivados,TBCA 7.2
"Acém moído cozido com cenoura, abobrinha, milho, ervilha com óleo",Carnes e derivados,TBCA 7.2
Acém moído cozido com óleo,Carnes e derivados,TBCA 7.2
"Acém moído cozido com óleo de soja, cebola e alho com sal",Carnes e derivados,TBCA 7.2
"Acém moído cozido com vegetais - cenoura, chuchu e vagem com óleo e sal",Carnes e derivados,TBCA 7.2
"Acém moído cozido com vegetais - cenoura, chuchu, vagem com óleo",Carnes e derivados,TBCA 7.2
Acém moído cru,Carnes e derivados,TBCA 7.2
Acém moído refogado com óleo,Carnes e derivados,TBCA 7.2
Acém moído refogado com óleo e sal,Carnes e derivados,TBCA 7.2
Acém sem gordura à milanesa frito com óleo,Carnes e derivados,TBCA 7.2
Acém sem gordura à milanesa frito com sal,Carnes e derivados,TBCA 7.2
"Acém sem gordura cozida com pequi, pimentão, óleo, cebola e alho com noz moscada, pimenta do reino e sal",Carnes e derivados,TBCA 7.2
Acém sem gordura cozido,Carnes e derivados,TBCA 7.2
Acém sem gordura cozido com batata,Carnes e derivados,TBCA 7.2
Acém sem gordura cozido com batata e sal,Carnes e derivados,TBCA 7.2
Acém sem gordura cozido com óleo e sal,Carnes e derivados,TBCA 7.2
"Acém sem gordura cozido com óleo, cebola e alho sem sal",Carnes e derivados,TBCA 7.2
"Acém sem gordura cozido com pequi, pimentão, óleo, cebola e alho com noz moscada, pimenta do reino sem sal",Carnes e derivados,TBCA 7.2
